2024-02-01 22:01:03,797: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-01 22:01:05,388: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-02-01 22:01:05,390: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-01 22:01:05,391: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-02-01 22:01:05,391: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-01 22:01:05,393: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-01 22:01:05
2024-02-01 22:01:05,454: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:05,471: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,198: root: INFO: New market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.
2024-02-01 22:01:06,205: root: INFO: MLTrader : Trading iteration ended at 2024-02-01 22:01:06
2024-02-01 22:01:06,206: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 22:01:06,206: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,208: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,210: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-01 22:01:06,210: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-01 22:01:06,212: root: INFO: Filled Transaction: buy 106.0 of SPY at 469.48999023 USD per share
2024-02-01 22:01:06,212: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-02-01 22:01:06,222: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-02-01 22:01:06,223: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-02-01 22:01:06,224: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-02-01 22:01:06,226: root: INFO: MLTrader : The market is not currently open, skipping this trading iteration
2024-02-01 22:01:06,227: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 22:01:06,227: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,228: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,228: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 22:01:06,228: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,229: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,231: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 22:01:06,231: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,231: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,232: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 22:01:06,232: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,233: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,235: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-02-01 22:01:06,236: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 22:01:06,236: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,236: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,237: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 22:01:06,237: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,237: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,238: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-02-01 22:01:06,238: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-02-01 22:01:06,238: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 22:01:06,238: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,239: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,240: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 22:01:06,240: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,241: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,243: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-02-01 22:01:06,243: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,244: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,247: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-01 22:01:06,247: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 22:01:06,247: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,248: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,249: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 22:01:06,249: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,249: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,251: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-02-01 22:01:06,251: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-01 22:01:06,254: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-01 22:01:06
2024-02-01 22:01:06,256: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,257: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,258: root: INFO: MLTrader : Trading iteration ended at 2024-02-01 22:01:06
2024-02-01 22:01:06,258: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 22:01:06,258: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,258: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,259: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 22:01:06,259: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,259: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,262: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-02-01 22:01:06,263: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-02-01 22:01:06,263: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-02-01 22:01:06,264: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-01 22:01:06
2024-02-01 22:01:06,265: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,266: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,266: root: INFO: MLTrader : Trading iteration ended at 2024-02-01 22:01:06
2024-02-01 22:01:06,266: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 22:01:06,266: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,268: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,269: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 22:01:06,269: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,269: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,270: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-02-01 22:01:06,271: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-02-01 22:01:06,271: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-02-01 22:01:06,273: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-01 22:01:06
2024-02-01 22:01:06,273: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,275: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,276: root: INFO: MLTrader : Trading iteration ended at 2024-02-01 22:01:06
2024-02-01 22:01:06,276: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 22:01:06,276: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,277: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,277: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 22:01:06,277: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,278: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,279: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-02-01 22:01:06,281: root: INFO: Current backtesting datetime 2023-12-20 16:00:00-05:00
2024-02-01 22:01:06,281: root: INFO: Current backtesting datetime 2023-12-21 09:30:00-05:00
2024-02-01 22:01:06,283: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-01 22:01:06
2024-02-01 22:01:06,283: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,284: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,285: root: INFO: MLTrader : Trading iteration ended at 2024-02-01 22:01:06
2024-02-01 22:01:06,285: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 22:01:06,285: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,286: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,286: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-01 22:01:06,286: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,287: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,289: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-02-01 22:01:06,290: root: INFO: Current backtesting datetime 2023-12-21 16:00:00-05:00
2024-02-01 22:01:06,290: root: INFO: Current backtesting datetime 2023-12-22 09:30:00-05:00
2024-02-01 22:01:06,292: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-01 22:01:06
2024-02-01 22:01:06,292: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,293: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-01 22:01:06,293: root: INFO: MLTrader : Trading iteration ended at 2024-02-01 22:01:06
2024-02-01 22:01:06,293: root: INFO: Getting historical prices for SPY, 1 bars, 
